"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Life.nlogo"
"2DLifeDensityWideSweep (wrapping OFF)"
"04/25/2025 14:21:55:061 -1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-50","50","-50","50"
"[run number]","initial-density","wrap?","[step]","count patches with [living?] / count patches"
"1","5","false","110","0.00421527301244976"
"2","5","false","74","0.005293598666797373"
"4","5","false","109","0.0017645328889324577"
"1","5","false","111","0.00421527301244976"
"3","5","false","110","0.003921184197627684"
"6","5","false","116","0.002058621703754534"
"5","5","false","113","0.00235271051857661"
"1","5","false","112","0.00421527301244976"
"2","5","false","75","0.005293598666797373"
"4","5","false","110","0.0017645328889324577"
"3","5","false","111","0.003921184197627684"
"6","5","false","117","0.002058621703754534"
"5","5","false","114","0.00235271051857661"
"4","5","false","111","0.0017645328889324577"
"6","5","false","118","0.002058621703754534"
"5","5","false","115","0.00235271051857661"
"1","5","false","113","0.00421527301244976"
"2","5","false","76","0.005293598666797373"
"3","5","false","112","0.003921184197627684"
"5","5","false","116","0.00235271051857661"
"1","5","false","114","0.00421527301244976"
"6","5","false","119","0.002058621703754534"
"3","5","false","113","0.003921184197627684"
"4","5","false","112","0.0017645328889324577"
"1","5","false","115","0.00421527301244976"
"5","5","false","117","0.00235271051857661"
"3","5","false","114","0.003921184197627684"
"4","5","false","113","0.0017645328889324577"
"6","5","false","120","0.002058621703754534"
"1","5","false","116","0.00421527301244976"
"5","5","false","118","0.00235271051857661"
"3","5","false","115","0.003921184197627684"
"6","5","false","121","0.002058621703754534"
"1","5","false","117","0.00421527301244976"
"2","5","false","77","0.005293598666797373"
"5","5","false","119","0.00235271051857661"
"4","5","false","114","0.0017645328889324577"
"3","5","false","116","0.003921184197627684"
"1","5","false","118","0.00421527301244976"
"5","5","false","120","0.00235271051857661"
"6","5","false","122","0.002058621703754534"
"4","5","false","115","0.0017645328889324577"
"2","5","false","78","0.005293598666797373"
"3","5","false","117","0.003921184197627684"
"5","5","false","121","0.00235271051857661"
"1","5","false","119","0.00421527301244976"
