"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"1d-2d-Life.nlogo"
"1D2DLifeDensityWideSweep (wrapping OFF)"
"04/25/2025 14:17:34:557 -1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-50","50","-50","52"
"run","initial-density","wrap","update-1d","step","density"
"21","15","false","false","102","0.08949341536095357"
"22","15","false","false","102","0.0951648562914544"
"20","5","false","false","105","0.004037296933576853"
"19","5","false","false","106","0.0017302701143900798"
"23","15","false","false","97","0.08487936172258002"
"22","15","false","false","103","0.09189656829760647"
"21","15","false","false","103","0.09035855041814861"
"18","5","false","false","163","0.004710179755839662"
"20","5","false","false","106","0.004037296933576853"
"23","15","false","false","98","0.08766701912909737"
"19","5","false","false","107","0.0017302701143900798"
"21","15","false","false","104","0.08651350571950399"
"18","5","false","false","164","0.004710179755839662"
"20","5","false","false","107","0.004037296933576853"
"22","15","false","false","104","0.09554936076131886"
"19","5","false","false","108","0.0017302701143900798"
"23","15","false","false","99","0.08737864077669903"
"21","15","false","false","105","0.08113044314140151"
"22","15","false","false","105","0.09660674805344611"
"18","5","false","false","165","0.004710179755839662"
"23","15","false","false","100","0.0884360280688263"
"20","5","false","false","108","0.004037296933576853"
"21","15","false","false","106","0.07968855137940979"
"22","15","false","false","106","0.09900990099009901"
"18","5","false","false","166","0.004710179755839662"
"23","15","false","false","101","0.0871863885417668"
"19","5","false","false","109","0.0017302701143900798"
"20","5","false","false","109","0.004037296933576853"
"21","15","false","false","107","0.07709314620782466"
"22","15","false","false","107","0.0958377391137172"
"23","15","false","false","102","0.08170719984619822"
"19","5","false","false","110","0.0017302701143900798"
"20","5","false","false","110","0.004037296933576853"
"21","15","false","false","108","0.07584350668076516"
"23","15","false","false","103","0.08314909160818995"
"19","5","false","false","111","0.0017302701143900798"
"20","5","false","false","111","0.004037296933576853"
"21","15","false","false","109","0.07680476785542632"
"18","5","false","false","167","0.004710179755839662"
"23","15","false","false","104","0.08391810054791887"
"22","15","false","false","108","0.09545323464385273"
"19","5","false","false","112","0.0017302701143900798"
"20","5","false","false","112","0.004037296933576853"
"21","15","false","false","110","0.0785350379698164"
"18","5","false","false","168","0.004710179755839662"
"22","15","false","false","109","0.09468422570412381"
"23","15","false","false","105","0.08487936172258002"
"19","5","false","false","113","0.0017302701143900798"
"21","15","false","false","111","0.07882341632221475"
"20","5","false","false","113","0.004037296933576853"
"18","5","false","false","169","0.004710179755839662"
"23","15","false","false","106","0.08660963183697011"
"22","15","false","false","110","0.0921849466500048"
"19","5","false","false","114","0.0017302701143900798"
"21","15","false","false","112","0.07632413726809574"
"20","5","false","false","114","0.004037296933576853"
"22","15","false","false","111","0.09314620782466596"
"23","15","false","false","107","0.08132269537633376"
"18","5","false","false","170","0.004710179755839662"
"20","5","false","false","115","0.004037296933576853"
"21","15","false","false","113","0.07718927232529078"
"22","15","false","false","112","0.08882053253869077"
"23","15","false","false","108","0.08266846102085937"
"19","5","false","false","115","0.0017302701143900798"
"21","15","false","false","114","0.07593963279823128"
"22","15","false","false","113","0.09103143324041142"
"23","15","false","false","109","0.0779582812650197"
"19","5","false","false","116","0.0017302701143900798"
"18","5","false","false","171","0.004710179755839662"
"20","5","false","false","116","0.004037296933576853"
"21","15","false","false","115","0.07815053349995194"
"22","15","false","false","114","0.09314620782466596"
"19","5","false","false","117","0.0017302701143900798"
"23","15","false","false","110","0.0767086417379602"
"21","15","false","false","116","0.08016918196674036"
"22","15","false","false","115","0.09074305488801307"
"20","5","false","false","117","0.004037296933576853"
"23","15","false","false","111","0.07911179467461309"
"18","5","false","false","172","0.004710179755839662"
"19","5","false","false","118","0.0017302701143900798"
"20","5","false","false","118","0.004037296933576853"
"19","5","false","false","119","0.0017302701143900798"
"21","15","false","false","117","0.08247620878592714"
"22","15","false","false","116","0.08833990195136018"
"23","15","false","false","112","0.07690089397289243"
"18","5","false","false","173","0.004710179755839662"
"20","5","false","false","119","0.004037296933576853"
"21","15","false","false","118","0.07968855137940979"
"23","15","false","false","113","0.07699702009035855"
"22","15","false","false","117","0.0860328751321734"
"19","5","false","false","120","0.0017302701143900798"
"20","5","false","false","120","0.004037296933576853"
"21","15","false","false","119","0.08343746996058829"
"18","5","false","false","174","0.004710179755839662"
"19","5","false","false","121","0.0017302701143900798"
"22","15","false","false","118","0.08997404594828415"
"23","15","false","false","114","0.072382966451985"
"21","15","false","false","120","0.08228395655099491"
"20","5","false","false","121","0.004037296933576853"
"18","5","false","false","175","0.004710179755839662"
"23","15","false","false","115","0.074882245506104"
"21","15","false","false","121","0.08064981255407094"
"22","15","false","false","119","0.09439584735172546"
"20","5","false","false","122","0.004037296933576853"
"19","5","false","false","122","0.0017302701143900798"
"23","15","false","false","116","0.07468999327117178"
"21","15","false","false","122","0.08074593867153705"
"18","5","false","false","176","0.004710179755839662"
"20","5","false","false","123","0.004037296933576853"
"22","15","false","false","120","0.08862828030375854"
"21","15","false","false","123","0.08238008266846102"
"23","15","false","false","117","0.06930693069306931"
"19","5","false","false","123","0.0017302701143900798"
"20","5","false","false","124","0.004037296933576853"
"21","15","false","false","124","0.0779582812650197"
"22","15","false","false","121","0.09131981159280976"
"23","15","false","false","118","0.07017206575026434"
"20","5","false","false","125","0.004037296933576853"
"19","5","false","false","124","0.0017302701143900798"
"21","15","false","false","125","0.08007305584927425"
"23","15","false","false","119","0.06584639046428915"
"18","5","false","false","177","0.004710179755839662"
"22","15","false","false","122","0.0902624243006825"
"19","5","false","false","125","0.0017302701143900798"
"20","5","false","false","126","0.004037296933576853"
"23","15","false","false","120","0.0705565702201288"
"21","15","false","false","126","0.07959242526194367"
"19","5","false","false","126","0.0017302701143900798"
"20","5","false","false","127","0.004037296933576853"
"23","15","false","false","121","0.07180620974718831"
"21","15","false","false","127","0.08026530808420648"
"22","15","false","false","123","0.08757089301163126"
"20","5","false","false","128","0.004037296933576853"
"23","15","false","false","122","0.07324810150918004"
"21","15","false","false","128","0.0810343170239354"
"18","5","false","false","178","0.004710179755839662"
"22","15","false","false","124","0.08420647890031721"
"20","5","false","false","129","0.004037296933576853"
"23","15","false","false","123","0.07228684033451889"
"21","15","false","false","129","0.08209170431606268"
"19","5","false","false","127","0.0017302701143900798"
"22","15","false","false","125","0.08180332596366433"
"23","15","false","false","124","0.07228684033451889"
"21","15","false","false","130","0.0828607132557916"
"20","5","false","false","130","0.004037296933576853"
"18","5","false","false","179","0.004710179755839662"
"19","5","false","false","128","0.0017302701143900798"
"22","15","false","false","126","0.08459098337018167"
"23","15","false","false","125","0.07151783139478997"
"21","15","false","false","131","0.08141882149379986"
"20","5","false","false","131","0.004037296933576853"
"18","5","false","false","180","0.004710179755839662"
"19","5","false","false","129","0.0017302701143900798"
"22","15","false","false","127","0.0797846774968759"
"21","15","false","false","132","0.08180332596366433"
"23","15","false","false","126","0.07094107468999328"
"18","5","false","false","181","0.004710179755839662"
"20","5","false","false","132","0.004037296933576853"
"21","15","false","false","133","0.08497548784004615"
"22","15","false","false","128","0.08199557819859656"
"23","15","false","false","127","0.07026819186773046"
"19","5","false","false","130","0.0017302701143900798"
"20","5","false","false","133","0.004037296933576853"
"18","5","false","false","182","0.004710179755839662"
"22","15","false","false","129","0.08045756031913871"
"23","15","false","false","128","0.0736326059790445"
"21","15","false","false","134","0.08218783043352879"
"20","5","false","false","134","0.004037296933576853"
"18","5","false","false","183","0.004710179755839662"
"19","5","false","false","131","0.0017302701143900798"
"22","15","false","false","130","0.07920792079207921"
"20","5","false","false","135","0.004037296933576853"
"21","15","false","false","135","0.08228395655099491"
"19","5","false","false","132","0.0017302701143900798"
"23","15","false","false","129","0.07228684033451889"
"22","15","false","false","131","0.08055368643660482"
"18","5","false","false","184","0.004710179755839662"
"21","15","false","false","136","0.08238008266846102"
"20","5","false","false","136","0.004037296933576853"
"22","15","false","false","132","0.07776602903008747"
"19","5","false","false","133","0.0017302701143900798"
"23","15","false","false","130","0.06844179563587427"
"21","15","false","false","137","0.08170719984619822"
"18","5","false","false","185","0.004710179755839662"
"22","15","false","false","133","0.07882341632221475"
"20","5","false","false","137","0.004037296933576853"
"23","15","false","false","131","0.06459675093722965"
"21","15","false","false","138","0.0779582812650197"
"19","5","false","false","134","0.0017302701143900798"
"22","15","false","false","134","0.07805440738248583"
"23","15","false","false","132","0.06546188599442468"
"21","15","false","false","139","0.07776602903008747"
"19","5","false","false","135","0.0017302701143900798"
"22","15","false","false","135","0.07257521868691724"
"18","5","false","false","186","0.004710179755839662"
"20","5","false","false","138","0.004037296933576853"
"23","15","false","false","133","0.06353936364510238"
"21","15","false","false","140","0.07738152456022301"
"19","5","false","false","136","0.0017302701143900798"
"22","15","false","false","136","0.07142170527732385"
"20","5","false","false","139","0.004037296933576853"
"21","15","false","false","141","0.07718927232529078"
"19","5","false","false","137","0.0017302701143900798"
"22","15","false","false","137","0.0736326059790445"
"20","5","false","false","140","0.004037296933576853"
"21","15","false","false","142","0.07449774103623955"
"18","5","false","false","187","0.004710179755839662"
"23","15","false","false","134","0.06411612034989907"
"22","15","false","false","138","0.07113332692492551"
"19","5","false","false","138","0.0017302701143900798"
"20","5","false","false","141","0.004037296933576853"
"21","15","false","false","143","0.07632413726809574"
"22","15","false","false","139","0.0686340478708065"
"23","15","false","false","135","0.06132846294338172"
"19","5","false","false","139","0.0017302701143900798"
"21","15","false","false","144","0.07718927232529078"
"20","5","false","false","142","0.004037296933576853"
"22","15","false","false","140","0.07276747092184947"
"19","5","false","false","140","0.0017302701143900798"
"21","15","false","false","145","0.07680476785542632"
"18","5","false","false","188","0.004710179755839662"
"20","5","false","false","143","0.004037296933576853"
"22","15","false","false","141","0.07411323656637508"
"23","15","false","false","136","0.06392386811496684"
"21","15","false","false","146","0.07901566855714698"
"19","5","false","false","141","0.0017302701143900798"
"20","5","false","false","144","0.004037296933576853"
"22","15","false","false","142","0.07276747092184947"
"18","5","false","false","189","0.004710179755839662"
"23","15","false","false","137","0.06257810247044122"
"19","5","false","false","142","0.0017302701143900798"
"20","5","false","false","145","0.004037296933576853"
"22","15","false","false","143","0.07199846198212054"
"23","15","false","false","138","0.057964048832067676"
"19","5","false","false","143","0.0017302701143900798"
"20","5","false","false","146","0.004037296933576853"
"22","15","false","false","144","0.06949918292800154"
"21","15","false","false","147","0.07930404690954532"
"23","15","false","false","139","0.05950206671152552"
"19","5","false","false","144","0.0017302701143900798"
"20","5","false","false","147","0.004037296933576853"
"18","5","false","false","190","0.004710179755839662"
"22","15","false","false","145","0.07286359703931558"
"23","15","false","false","140","0.05661828318754206"
"21","15","false","false","148","0.07776602903008747"
"19","5","false","false","145","0.0017302701143900798"
"22","15","false","false","146","0.072382966451985"
"23","15","false","false","141","0.0587330577717966"
"20","5","false","false","148","0.004037296933576853"
"19","5","false","false","146","0.0017302701143900798"
"23","15","false","false","142","0.05431125636835528"
"18","5","false","false","191","0.004710179755839662"
"20","5","false","false","149","0.004037296933576853"
"21","15","false","false","149","0.07776602903008747"
"22","15","false","false","147","0.07324810150918004"
"19","5","false","false","147","0.0017302701143900798"
"23","15","false","false","143","0.05584927424781313"
"18","5","false","false","192","0.004710179755839662"
"21","15","false","false","150","0.07690089397289243"
"20","5","false","false","150","0.004037296933576853"
"22","15","false","false","148","0.06767278669614535"
"19","5","false","false","148","0.0017302701143900798"
"23","15","false","false","144","0.058156301066999906"
"18","5","false","false","193","0.004710179755839662"
"21","15","false","false","151","0.07776602903008747"
"22","15","false","false","149","0.0686340478708065"
"20","5","false","false","151","0.004037296933576853"
"19","5","false","false","149","0.0017302701143900798"
"18","5","false","false","194","0.004710179755839662"
"23","15","false","false","145","0.05719503989233875"
"21","15","false","false","152","0.07738152456022301"
"20","5","false","false","152","0.004037296933576853"
"19","5","false","false","150","0.0017302701143900798"
"23","15","false","false","146","0.05681053542247429"
"21","15","false","false","153","0.08247620878592714"
"22","15","false","false","150","0.06882630010573873"
"18","5","false","false","195","0.004710179755839662"
"23","15","false","false","147","0.05729116600980486"
"21","15","false","false","154","0.07228684033451889"
"22","15","false","false","151","0.06834566951840815"
"19","5","false","false","151","0.0017302701143900798"
"20","5","false","false","153","0.004037296933576853"
"23","15","false","false","148","0.05806017494953379"
"18","5","false","false","196","0.004710179755839662"
"19","5","false","false","152","0.0017302701143900798"
"22","15","false","false","152","0.06969143516293377"
"20","5","false","false","154","0.004037296933576853"
"21","15","false","false","155","0.0747861193886379"
"23","15","false","false","149","0.06152071517831395"
"19","5","false","false","153","0.0017302701143900798"
"18","5","false","false","197","0.004710179755839662"
"20","5","false","false","155","0.004037296933576853"
"21","15","false","false","156","0.07065269633759493"
"23","15","false","false","150","0.06084783235605114"
"19","5","false","false","154","0.0017302701143900798"
"20","5","false","false","156","0.004037296933576853"
"21","15","false","false","157","0.07151783139478997"
"22","15","false","false","153","0.06719215610881477"
"23","15","false","false","151","0.06132846294338172"
"19","5","false","false","155","0.0017302701143900798"
"20","5","false","false","157","0.004037296933576853"
"22","15","false","false","154","0.06228972411804287"
"23","15","false","false","152","0.06113621070844948"
"18","5","false","false","198","0.004710179755839662"
"19","5","false","false","156","0.0017302701143900798"
"20","5","false","false","158","0.004037296933576853"
"23","15","false","false","153","0.06392386811496684"
"22","15","false","false","155","0.06334711141017015"
"21","15","false","false","158","0.07122945304239162"
"18","5","false","false","199","0.004710179755839662"
"19","5","false","false","157","0.0017302701143900798"
"20","5","false","false","159","0.004037296933576853"
"21","15","false","false","159","0.06959530904546765"
"23","15","false","false","154","0.0643083725848313"
"22","15","false","false","156","0.06353936364510238"
"20","5","false","false","160","0.004037296933576853"
"18","5","false","false","200","0.004710179755839662"
"19","5","false","false","158","0.0017302701143900798"
"21","15","false","false","160","0.07017206575026434"
"20","5","false","false","161","0.004037296933576853"
"22","15","false","false","157","0.06671152552148418"
"23","15","false","false","155","0.06882630010573873"
"19","5","false","false","159","0.0017302701143900798"
"21","15","false","false","161","0.072382966451985"
"23","15","false","false","156","0.06805729116600981"
"20","5","false","false","162","0.004037296933576853"
"22","15","false","false","158","0.06469287705469576"
"19","5","false","false","160","0.0017302701143900798"
"21","15","false","false","162","0.07122945304239162"
"20","5","false","false","163","0.004037296933576853"
"19","5","false","false","161","0.0017302701143900798"
"23","15","false","false","157","0.06748053446121312"
"22","15","false","false","159","0.06575026434682303"
"21","15","false","false","163","0.07372873209651062"
"19","5","false","false","162","0.0017302701143900798"
"20","5","false","false","164","0.004037296933576853"
"21","15","false","false","164","0.07247909256945112"
"22","15","false","false","160","0.06305873305777179"
"23","15","false","false","158","0.06805729116600981"
"24","15","false","false","0","0.1539940401807171"
"22","15","false","false","161","0.06152071517831395"
"23","15","false","false","159","0.06853792175334038"
"21","15","false","false","165","0.0767086417379602"
"19","5","false","false","163","0.0017302701143900798"
"20","5","false","false","165","0.004037296933576853"
"21","15","false","false","166","0.0747861193886379"
"22","15","false","false","162","0.059694318946457756"
"20","5","false","false","166","0.004037296933576853"
"19","5","false","false","164","0.0017302701143900798"
"24","15","false","false","1","0.13150052869364606"
"23","15","false","false","160","0.06815341728347592"
"21","15","false","false","167","0.07324810150918004"
"20","5","false","false","167","0.004037296933576853"
"19","5","false","false","165","0.0017302701143900798"
"24","15","false","false","2","0.11054503508603288"
"23","15","false","false","161","0.06623089493415361"
"20","5","false","false","168","0.004037296933576853"
"21","15","false","false","168","0.07382485821397673"
"22","15","false","false","163","0.05911756224166106"
"19","5","false","false","166","0.0017302701143900798"
"24","15","false","false","3","0.11141017014322792"
"23","15","false","false","162","0.06978756128039988"
"20","5","false","false","169","0.004037296933576853"
"22","15","false","false","164","0.05671440930500817"
"21","15","false","false","169","0.07468999327117178"
"23","15","false","false","163","0.0624819763529751"
"20","5","false","false","170","0.004037296933576853"
"24","15","false","false","4","0.1014130539267519"
"19","5","false","false","167","0.0017302701143900798"
"21","15","false","false","170","0.07305584927424781"
"22","15","false","false","165","0.058348553301932136"
"23","15","false","false","164","0.06632702105161972"
"24","15","false","false","5","0.10160530616168413"
"19","5","false","false","168","0.0017302701143900798"
"20","5","false","false","171","0.004037296933576853"
"21","15","false","false","171","0.0754590022109007"
"23","15","false","false","165","0.06257810247044122"
"22","15","false","false","166","0.05786792271460156"
"24","15","false","false","6","0.09814476593290397"
"21","15","false","false","172","0.07497837162357013"
"20","5","false","false","172","0.004037296933576853"
"22","15","false","false","167","0.0556570220128809"
"23","15","false","false","166","0.06334711141017015"
"21","15","false","false","173","0.07517062385850236"
"20","5","false","false","173","0.004037296933576853"
"19","5","false","false","169","0.0017302701143900798"
"22","15","false","false","168","0.05882918388926271"
"23","15","false","false","167","0.0637316158800346"
"20","5","false","false","174","0.004037296933576853"
"19","5","false","false","170","0.0017302701143900798"
"23","15","false","false","168","0.06171296741324618"
"22","15","false","false","169","0.05863693165433048"
"24","15","false","false","7","0.09852927040276843"
"21","15","false","false","174","0.07449774103623955"
"22","15","false","false","170","0.06065558012111891"
"23","15","false","false","169","0.06132846294338172"
"19","5","false","false","171","0.0017302701143900798"
"24","15","false","false","8","0.10247044121887917"
"20","5","false","false","175","0.004037296933576853"
"21","15","false","false","175","0.07344035374411227"
"22","15","false","false","171","0.05882918388926271"
"19","5","false","false","172","0.0017302701143900798"
"23","15","false","false","170","0.0599826972988561"
"24","15","false","false","9","0.09881764875516678"
"21","15","false","false","176","0.07392098433144285"
"19","5","false","false","173","0.0017302701143900798"
"23","15","false","false","171","0.06219359800057676"
"22","15","false","false","172","0.05930981447659329"
"21","15","false","false","177","0.07680476785542632"
"20","5","false","false","176","0.004037296933576853"
"19","5","false","false","174","0.0017302701143900798"
"23","15","false","false","172","0.05911756224166106"
"22","15","false","false","173","0.05950206671152552"
"24","15","false","false","10","0.10352782851100643"
"23","15","false","false","173","0.0612323368259156"
"20","5","false","false","177","0.004037296933576853"
"21","15","false","false","178","0.07526674997596847"
"22","15","false","false","174","0.06209747188311064"
"19","5","false","false","175","0.0017302701143900798"
"20","5","false","false","178","0.004037296933576853"
"23","15","false","false","174","0.06075170623858502"
"21","15","false","false","179","0.07401711044890896"
"22","15","false","false","175","0.06152071517831395"
"19","5","false","false","176","0.0017302701143900798"
"24","15","false","false","11","0.1001634143996924"
"20","5","false","false","179","0.004037296933576853"
"21","15","false","false","180","0.07267134480438335"
"23","15","false","false","175","0.05709891377487263"
"19","5","false","false","177","0.0017302701143900798"
"24","15","false","false","12","0.09843314428530231"
"21","15","false","false","181","0.07382485821397673"
"23","15","false","false","176","0.05738729212727098"
"20","5","false","false","180","0.004037296933576853"
"19","5","false","false","178","0.0017302701143900798"
"22","15","false","false","176","0.05911756224166106"
"23","15","false","false","177","0.057964048832067676"
"20","5","false","false","181","0.004037296933576853"
"21","15","false","false","182","0.07344035374411227"
"24","15","false","false","13","0.09939440545996348"
"23","15","false","false","178","0.05661828318754206"
"21","15","false","false","183","0.07555512832836682"
"22","15","false","false","177","0.06104008459098337"
"19","5","false","false","179","0.0017302701143900798"
"24","15","false","false","14","0.10131692780928578"
"20","5","false","false","182","0.004037296933576853"
"23","15","false","false","179","0.058348553301932136"
"21","15","false","false","184","0.07642026338556186"
"19","5","false","false","180","0.0017302701143900798"
"22","15","false","false","178","0.0599826972988561"
"24","15","false","false","15","0.10122080169181967"
"23","15","false","false","180","0.05786792271460156"
"20","5","false","false","183","0.004037296933576853"
"19","5","false","false","181","0.0017302701143900798"
"21","15","false","false","185","0.07536287609343459"
"22","15","false","false","179","0.059886571181389986"
"24","15","false","false","16","0.10564260309526098"
"23","15","false","false","181","0.06171296741324618"
"20","5","false","false","184","0.004037296933576853"
"21","15","false","false","186","0.07334422762664616"
"22","15","false","false","180","0.056426030952609826"
"23","15","false","false","182","0.06055945400365279"
"20","5","false","false","185","0.004037296933576853"
"24","15","false","false","17","0.10025954051715852"
"19","5","false","false","182","0.0017302701143900798"
"20","5","false","false","186","0.004037296933576853"
"23","15","false","false","183","0.057964048832067676"
"22","15","false","false","181","0.05777179659713544"
"21","15","false","false","187","0.07738152456022301"
"24","15","false","false","18","0.10198981063154859"
"20","5","false","false","187","0.004037296933576853"
"23","15","false","false","184","0.05825242718446602"
"19","5","false","false","183","0.0017302701143900798"
"22","15","false","false","182","0.05604152648274536"
"21","15","false","false","188","0.07440161491877344"
"20","5","false","false","188","0.004037296933576853"
"24","15","false","false","19","0.10102854945688744"
"19","5","false","false","184","0.0017302701143900798"
"23","15","false","false","185","0.05767567047966932"
"22","15","false","false","183","0.05661828318754206"
"21","15","false","false","189","0.07901566855714698"
"20","5","false","false","189","0.004037296933576853"
"24","15","false","false","20","0.09910602710756512"
"23","15","false","false","186","0.05584927424781313"
"19","5","false","false","185","0.0017302701143900798"
"22","15","false","false","184","0.05844467941939825"
"20","5","false","false","190","0.004037296933576853"
"24","15","false","false","21","0.10343170239354033"
"23","15","false","false","187","0.05527251754301644"
"19","5","false","false","186","0.0017302701143900798"
"21","15","false","false","190","0.07738152456022301"
"22","15","false","false","185","0.0594059405940594"
"20","5","false","false","191","0.004037296933576853"
"21","15","false","false","191","0.0767086417379602"
"23","15","false","false","188","0.05267711237143132"
"24","15","false","false","22","0.09852927040276843"
"19","5","false","false","187","0.0017302701143900798"
"22","15","false","false","186","0.06401999423243296"
"20","5","false","false","192","0.004037296933576853"
"23","15","false","false","189","0.05219648178410074"
"21","15","false","false","192","0.07555512832836682"
"22","15","false","false","187","0.05863693165433048"
"24","15","false","false","23","0.09920215322503124"
"19","5","false","false","188","0.0017302701143900798"
"20","5","false","false","193","0.004037296933576853"
"23","15","false","false","190","0.052773238488897437"
"22","15","false","false","188","0.05882918388926271"
"24","15","false","false","24","0.10718062097471884"
"19","5","false","false","189","0.0017302701143900798"
"21","15","false","false","193","0.07555512832836682"
"20","5","false","false","194","0.004037296933576853"
"23","15","false","false","191","0.0556570220128809"
"22","15","false","false","189","0.05777179659713544"
"24","15","false","false","25","0.10208593674901471"
"20","5","false","false","195","0.004037296933576853"
"23","15","false","false","192","0.05584927424781313"
"21","15","false","false","194","0.0760357589156974"
"22","15","false","false","190","0.0594059405940594"
"19","5","false","false","190","0.0017302701143900798"
"20","5","false","false","196","0.004037296933576853"
"23","15","false","false","193","0.05508026530808421"
"21","15","false","false","195","0.07911179467461309"
"24","15","false","false","26","0.10247044121887917"
"22","15","false","false","191","0.059694318946457756"
"20","5","false","false","197","0.004037296933576853"
"23","15","false","false","194","0.05757954436220321"
"19","5","false","false","191","0.0017302701143900798"
"21","15","false","false","196","0.0747861193886379"
"20","5","false","false","198","0.004037296933576853"
"23","15","false","false","195","0.056426030952609826"
"19","5","false","false","192","0.0017302701143900798"
"24","15","false","false","27","0.09949053157742958"
"21","15","false","false","197","0.07459386715370567"
"22","15","false","false","192","0.0637316158800346"
"19","5","false","false","193","0.0017302701143900798"
"20","5","false","false","199","0.004037296933576853"
"23","15","false","false","196","0.0556570220128809"
"24","15","false","false","28","0.10468134192059983"
"21","15","false","false","198","0.07507449774103624"
"22","15","false","false","193","0.061809093530712296"
"19","5","false","false","194","0.0017302701143900798"
"20","5","false","false","200","0.004037296933576853"
"23","15","false","false","197","0.0513313467269057"
"24","15","false","false","29","0.09824089205037008"
"21","15","false","false","199","0.07199846198212054"
"22","15","false","false","194","0.06219359800057676"
"23","15","false","false","198","0.05142747284437182"
"19","5","false","false","195","0.0017302701143900798"
"21","15","false","false","200","0.0704604441026627"
"22","15","false","false","195","0.06334711141017015"
"24","15","false","false","30","0.10054791886955686"
"23","15","false","false","199","0.049216572142651155"
"25","15","false","false","0","0.14390079784677498"
"19","5","false","false","196","0.0017302701143900798"
"24","15","false","false","31","0.10189368451408247"
"23","15","false","false","200","0.04806305873305777"
"25","15","false","false","1","0.115639719311737"
"22","15","false","false","196","0.05959819282899164"
"26","15","false","false","0","0.15235989618379314"
"19","5","false","false","197","0.0017302701143900798"
"24","15","false","false","32","0.09987503604729404"
"22","15","false","false","197","0.05979044506392387"
"26","15","false","false","1","0.12832836681726426"
"25","15","false","false","2","0.0970873786407767"
"19","5","false","false","198","0.0017302701143900798"
"24","15","false","false","33","0.10112467557435355"
"22","15","false","false","198","0.062001345765644526"
"25","15","false","false","3","0.0970873786407767"
"19","5","false","false","199","0.0017302701143900798"
"26","15","false","false","2","0.10900701720657503"
"27","15","false","false","0","0.14755359031048737"
"24","15","false","false","34","0.09622224358358165"
"22","15","false","false","199","0.061616841295780066"
"19","5","false","false","200","0.0017302701143900798"
"25","15","false","false","4","0.08641737960203788"
"26","15","false","false","3","0.11198692684802461"
"22","15","false","false","200","0.06286648082283956"
"27","15","false","false","1","0.11813899836585601"
"24","15","false","false","35","0.09997116216476017"
"25","15","false","false","5","0.08689801018936845"
"26","15","false","false","4","0.10420071133326925"
"24","15","false","false","36","0.09939440545996348"
"28","15","false","false","0","0.1460155724310295"
"29","15","false","false","0","0.14370854561184274"
"27","15","false","false","2","0.09987503604729404"
"26","15","false","false","5","0.10535422474286264"
"25","15","false","false","6","0.08497548784004615"
"28","15","false","false","1","0.11179467461309238"
"24","15","false","false","37","0.10218206286648082"
"29","15","false","false","1","0.1093915216764395"
"26","15","false","false","6","0.10372008074593868"
"27","15","false","false","3","0.10025954051715852"
"28","15","false","false","2","0.09670287417091224"
"24","15","false","false","38","0.09872152263770066"
"27","15","false","false","4","0.09651062193598"
"26","15","false","false","7","0.10852638661924445"
"29","15","false","false","2","0.0958377391137172"
"25","15","false","false","7","0.08776314524656349"
"24","15","false","false","39","0.10343170239354033"
"26","15","false","false","8","0.11083341343843123"
"27","15","false","false","5","0.09478035182158992"
"29","15","false","false","3","0.09593386523118332"
"28","15","false","false","3","0.09497260405652215"
"25","15","false","false","8","0.089012784773623"
"24","15","false","false","40","0.09535710852638662"
"26","15","false","false","9","0.10958377391137172"
"28","15","false","false","4","0.08891665865615687"
"29","15","false","false","4","0.094011342881861"
"25","15","false","false","9","0.09083918100547919"
"27","15","false","false","6","0.09602999134864942"
"26","15","false","false","10","0.1051619725079304"
"24","15","false","false","41","0.0970873786407767"
"29","15","false","false","5","0.09305008170719985"
"25","15","false","false","10","0.0902624243006825"
"26","15","false","false","11","0.10391233298087091"
"27","15","false","false","7","0.09314620782466596"
"28","15","false","false","5","0.08930116312602134"
"29","15","false","false","6","0.09612611746611555"
"25","15","false","false","11","0.09324233394213208"
"27","15","false","false","8","0.09439584735172546"
"24","15","false","false","42","0.09324233394213208"
"28","15","false","false","6","0.08766701912909737"
"29","15","false","false","7","0.09747188311064116"
"26","15","false","false","12","0.10439296356820148"
"27","15","false","false","9","0.09727963087570893"
"28","15","false","false","7","0.08766701912909737"
"24","15","false","false","43","0.09353071229453043"
"29","15","false","false","8","0.09612611746611555"
"25","15","false","false","12","0.09151206382774199"
"27","15","false","false","10","0.09843314428530231"
"26","15","false","false","13","0.10400845909833702"
"28","15","false","false","8","0.08814764971642795"
"25","15","false","false","13","0.09189656829760647"
"29","15","false","false","9","0.10035566663462463"
"24","15","false","false","44","0.09506873017398827"
"27","15","false","false","11","0.09256945111986926"
"26","15","false","false","14","0.10170143227915024"
"25","15","false","false","14","0.09305008170719985"
"29","15","false","false","10","0.09699125252331059"
"28","15","false","false","9","0.08641737960203788"
"24","15","false","false","45","0.09410746899932712"
"27","15","false","false","12","0.09920215322503124"
"26","15","false","false","15","0.10237431510141305"
"25","15","false","false","15","0.09478035182158992"
"29","15","false","false","11","0.10054791886955686"
"24","15","false","false","46","0.09381909064692877"
"27","15","false","false","13","0.1032394501586081"
"28","15","false","false","10","0.08689801018936845"
"26","15","false","false","16","0.10285494568874363"
"25","15","false","false","16","0.09391521676439489"
"29","15","false","false","12","0.10304719792367587"
"27","15","false","false","14","0.10343170239354033"
"28","15","false","false","11","0.08882053253869077"
"26","15","false","false","17","0.09881764875516678"
"25","15","false","false","17","0.09727963087570893"
